"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX5770498","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594761","","182.05","1","16450824","472973666","40oC_60min_replicate_1_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770497","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594760","","180.11","1","16337764","473379845","40oC_30min_replicate_2_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770496","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594759","","157.21","1","14101193","406710751","40oC_30min_replicate_1_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770495","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594758","","177.34","1","15920966","463187970","40oC_15min_replicate_2_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770494","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594757","","219.13","1","19720309","584020563","40oC_15min_replicate_1_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770493","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594756","","52.83","1","5301901","151336727","40oC_5min_replicate_2_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770492","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594755","","190.09","1","17635445","522271061","40oC_5min_replicate_1_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770466","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594754","","465.77","1","41637465","1191618897","30oC_replicate_2_riboseq","OTHER","TRANSCRIPTOMIC","other"
"ERX5770465","Illumina HiSeq 4000 sequencing","Kluyveromyces marxianus","Illumina HiSeq 4000","UNIVERSITY COLLEGE CORK","ERP129748","Multiomics analysis of Kluyveromyces marxianus protein coding potential and high-quality data-driven reannotation of its genome.","ERS6594753","","77.66","1","7045629","204389078","30oC_replicate_1_riboseq","OTHER","TRANSCRIPTOMIC","other"
"SRX12095763","Riboseq of mus musculus YTHDF2 F/F  CD8 T_totalRNA_rep2","Mus musculus","Illumina NovaSeq 6000","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074754","","2078.77","1","23543765","7063129500","FL2_totalRNA_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095762","Riboseq of mus musculus YTHDF2 F/F  CD8 T_totalRNA_rep1","Mus musculus","Illumina NovaSeq 6000","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074759","","1843.96","1","20904690","6271407000","FL1_totalRNA_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095761","Riboseq of mus musculus YTHDF2 CKO CD8 T_totalRNA_rep2","Mus musculus","Illumina NovaSeq 6000","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074753","","2049.19","1","22530085","6759025500","CKO2_totalRNA_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095760","Riboseq of mus musculus YTHDF2 CKO CD8 T_totalRNA_rep1","Mus musculus","Illumina NovaSeq 6000","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074752","","2177.87","1","24126852","7238055600","CKO1_totalRNA_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095758","Riboseq of mus musculus YTHDF2 F/F  CD8 T_RPF_rep2","Mus musculus","NextSeq 500","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074750","","1433.11","1","66948137","5021110275","FL2_RPF_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095757","Riboseq of mus musculus YTHDF2 F/F  CD8 T_RPF_rep1","Mus musculus","NextSeq 500","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074748","","1135.97","1","51779203","3883440225","FL1_RPF_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095756","Riboseq of mus musculus YTHDF2 CKO CD8 T_RPF_rep2","Mus musculus","NextSeq 500","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074749","","1310.03","1","60460001","4534500075","CKO2_RPF_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX12095755","Riboseq of mus musculus YTHDF2 CKO CD8 T_RPF_rep1","Mus musculus","NextSeq 500","Sun Yat-sen University Cancer Center","SRP333531","YTHDF2 epitranscriptionally and transcriptionally programs effector T cells in tumour immunity","SRS10074747","","902.4","1","41443631","3108272325","CKO1_RPF_Riboseq","OTHER","TRANSCRIPTOMIC","RANDOM"
"SRX11915851","GSM5537331: OL_RNA_repl2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926673","","3533.54","1","174635518","8906411418","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915850","GSM5537330: OL_RNA_repl1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926672","","3635.89","1","187013408","9537683808","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915849","GSM5537329: OL_FP_repl2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926671","","3240.31","1","160480805","8184521055","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915848","GSM5537328: OL_FP_repl1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926670","","3114.95","1","159641048","8141693448","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915847","GSM5537327: OPC_RNA_repl2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926669","","2899.72","1","143840044","7335842244","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915846","GSM5537326: OPC_RNA_repl1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926667","","4366.6","1","224425273","11445688923","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915845","GSM5537325: OPC_FP_repl2; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926668","","3301.07","1","163480151","8337487701","","OTHER","TRANSCRIPTOMIC","other"
"SRX11915844","GSM5537324: OPC_FP_repl1; Mus musculus; OTHER","Mus musculus","Illumina HiSeq 2500","GEO","SRP334193","Oligodendrocyte differentiation alters tRNA modifications and codon-dependent mRNA decay [RiboSeq]","SRS9926666","","3607.46","1","184717741","9420604791","","OTHER","TRANSCRIPTOMIC","other"
"SRX11812020","GSM5527751: VSMC_9 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826538","","849.46","1","57196605","2049808617","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812019","GSM5527750: VSMC_8 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826537","","92.45","1","22694124","797131549","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812018","GSM5527749: VSMC_7 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826536","","17.26","1","25355458","889477205","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812017","GSM5527748: VSMC_6 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826535","","673.93","1","43881354","1549337969","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812016","GSM5527747: VSMC_5 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826534","","709.72","1","45550185","1609769265","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812015","GSM5527746: VSMC_4 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826533","","587.82","1","38112173","1348185447","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812014","GSM5527745: VSMC_3 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826532","","917.98","1","61524059","2173908630","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812013","GSM5527744: VSMC_2 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826530","","3360.08","1","220943126","7796937662","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812012","GSM5527743: VSMC_11 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826531","","3739.56","1","246296221","8698661433","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812011","GSM5527742: VSMC_10 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826529","","2564.73","1","167736144","5922115238","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812010","GSM5527741: VSMC_1 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826528","","3393.63","1","217513183","7685550669","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812009","GSM5527740: HUVEC_3 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826527","","597.46","1","40594219","1431127439","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812008","GSM5527739: HUVEC_2 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826526","","863.12","1","56672515","2020337508","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812007","GSM5527738: HUVEC_1 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826525","","771.92","1","52862065","1882667670","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812006","GSM5527737: Hepatocytes_5 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826523","","935.72","1","72124139","2107713720","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812005","GSM5527736: Hepatocytes_4 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826522","","1861.95","1","126244399","4438520320","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812004","GSM5527735: Hepatocytes_3 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826524","","4924.7","1","324436204","11427255375","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812003","GSM5527734: Hepatocytes_2 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826521","","2159.25","1","142533162","5014305398","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812002","GSM5527733: Hepatocytes_1 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826520","","2847.98","1","182236906","6424917495","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812001","GSM5527732: HCAEC_5 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826519","","660.15","1","39734438","1408936189","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11812000","GSM5527731: HCAEC_4 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826518","","687.22","1","41965339","1482846135","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811999","GSM5527730: HCAEC_3 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826517","","3637.79","1","242123054","8516293653","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811998","GSM5527729: HCAEC_2 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826516","","586.11","1","35781045","1265580935","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811997","GSM5527728: HCAEC_1 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826514","","2917.39","1","193570353","6820098338","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811996","GSM5527727: HA_EC_6 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826515","","301.18","1","19284194","679627869","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811995","GSM5527726: HA_EC_5 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826513","","399.89","1","25777818","907382819","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811994","GSM5527725: HA_EC_4 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826511","","861.71","1","55927471","1966843094","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811993","GSM5527724: HA_EC_3 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826510","","424.17","1","28749480","1009471215","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811992","GSM5527723: HA_EC_2 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826512","","500.91","1","34631016","1216179719","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811991","GSM5527722: HA_EC_1 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826509","","516.03","1","35373674","1242167524","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811990","GSM5527721: Fibroblast_52 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826507","","429.27","1","30979840","1095860084","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811989","GSM5527720: Fibroblast_51 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826508","","391.28","1","29129210","1023706223","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811988","GSM5527719: Fibroblast_50 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826505","","420.2","1","30799809","1085521331","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811987","GSM5527718: Fibroblast_49 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826504","","415.78","1","30433039","1071209829","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811986","GSM5527717: Fibroblast_48 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826506","","438.08","1","31416239","1111627496","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811985","GSM5527716: Fibroblast_47 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826503","","420.82","1","30693906","1080851272","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX11811984","GSM5527715: Fibroblast_46 (RiboSeq); Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP333128","smORF atlas (part 1-RiboSeq)","SRS9826502","","363.13","1","26920481","777562555","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
