"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX10828218","GSM5288039: Ribo-seq_AA-I-HL-1; Oenothera elata subsp. hookeri; OTHER","Oenothera elata subsp. hookeri","Illumina NovaSeq 6000","GEO","SRP319167","A photosynthesis operon in the chloroplast genome drives speciation in evening primroses","SRS8912494","","2513.08","1","76008998","7600899800","","OTHER","TRANSCRIPTOMIC","other"
"SRX10720745","Ribo-seq of Rattus norvegicus","Rattus norvegicus","Illumina HiSeq 4000","Nantong University","SRP317959","Rattus norvegicus Raw sequence reads","SRS8811191","","13279.37","1","99627746","29888323800","RSK1-sh","OTHER","TRANSCRIPTOMIC","PCR"
"SRX10720744","Ribo-seq of Rattus norvegicus","Rattus norvegicus","Illumina HiSeq 4000","Nantong University","SRP317959","Rattus norvegicus Raw sequence reads","SRS8811190","","13858.05","1","104515059","31354517700","NC-sh","OTHER","TRANSCRIPTOMIC","PCR"
"SRX10694830","Ribo-seq of SY63: panicle","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786197","","128.4","1","10787556","285270222","Osy63_panicle_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694829","Ribo-seq of SY63: panicle","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786196","","127.3","1","11623766","307940485","Osy63_panicle_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694828","Ribo-seq of SY63: leaf","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786195","","172.3","1","14409140","414921967","Osy63_leaf_Ribo_B2_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694827","Ribo-seq of SY63: leaf","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786194","","136.61","1","10635934","309909449","Osy63_leaf_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694826","Ribo-seq of MH63: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786193","","212.36","1","18577987","493816380","Omh63_root_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694825","Ribo-seq of MH63: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786192","","156.4","1","13468204","356043403","Omh63_root_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694824","Ribo-seq of MH63: panicle","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786191","","141.79","1","11794587","317094694","Omh63_panicle_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694823","Ribo-seq of MH63: panicle","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786190","","167.13","1","13940847","373991944","Omh63_panicle_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694822","Ribo-seq of ZS97: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786189","","75.91","1","6391933","179574001","Ozs97_root_Ribo_B2_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694821","Ribo-seq of ZS97: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786188","","159.52","1","13062696","347644440","Ozs97_root_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694820","Ribo-seq of ZS97: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786187","","141.03","1","11564007","307069678","Ozs97_root_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694819","Ribo-seq of ZS97: panicle","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786186","","132.03","1","10440130","286144048","Ozs97_panicle_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694818","Ribo-seq of ZS97: panicle","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786185","","142.03","1","11673597","318547409","Ozs97_panicle_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694817","Ribo-seq of ZS97: leaf","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786184","","175.1","1","14207960","396625420","Ozs97_leaf_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694816","Ribo-seq of ZS97: leaf","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786183","","143.65","1","11820833","327079677","Ozs97_leaf_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694815","Ribo-seq of SY63: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786182","","148.39","1","12592951","329594607","Osy63_root_Ribo_B1_R2","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694814","Ribo-seq of SY63: root","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786181","","154.52","1","13039663","340151012","Osy63_root_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694813","Ribo-seq of MH63: leaf","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786180","","177.26","1","13752767","415001301","Omh63_leaf_Ribo_B2_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10694812","Ribo-seq of MH63: leaf","Oryza sativa","HiSeq X Ten","Huazhong Agricultural University","SRP316694","Ribo-seq data for three rice varieties","SRS8786179","","133.54","1","10459316","294123541","Omh63_leaf_Ribo_B1_R1","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX10682623","GSM5266675: sRNA-Seq_4T1_4; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775778","","257.41","1","5701146","575815746","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682622","GSM5266674: sRNA-Seq_4T1_3; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775777","","240.66","1","5266370","531903370","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682621","GSM5266673: sRNA-Seq_4T1_2; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775776","","205.3","1","4518914","456410314","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682620","GSM5266672: sRNA-Seq_4T1_1; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775775","","249.04","1","5482477","553730177","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682619","GSM5266671: sRNA-Seq_4TO7_4; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775774","","177.1","1","3905762","394481962","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682618","GSM5266670: sRNA-Seq_4TO7_3; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775773","","200.57","1","4448051","449253151","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682617","GSM5266669: sRNA-Seq_4TO7_2; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775772","","234.7","1","5231394","528370794","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682616","GSM5266668: sRNA-Seq_4TO7_1; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775771","","186.2","1","4119775","416097275","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682615","GSM5266667: sRNA-Seq_67NR_4; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775770","","195.79","1","4316834","436000234","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682614","GSM5266666: sRNA-Seq_67NR_3; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775769","","281.97","1","6269375","633206875","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682613","GSM5266665: sRNA-Seq_67NR_2; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775768","","271.62","1","6087832","614871032","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682612","GSM5266664: sRNA-Seq_67NR_1; Mus musculus; ncRNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775767","","246.12","1","5433241","548757341","","ncRNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX10682611","GSM5266663: Ncl-CLIP_5-Cys-LNA_2; Mus musculus; RIP-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775766","","1046","1","17191814","2527196658","","RIP-Seq","TRANSCRIPTOMIC","other"
"SRX10682610","GSM5266662: Ncl-CLIP_5-Cys-LNA_1; Mus musculus; RIP-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775765","","934.61","1","15374000","2259978000","","RIP-Seq","TRANSCRIPTOMIC","other"
"SRX10682609","GSM5266661: Ncl-CLIP_Scr-LNA_2; Mus musculus; RIP-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775764","","935.63","1","15439433","2269596651","","RIP-Seq","TRANSCRIPTOMIC","other"
"SRX10682608","GSM5266660: Ncl-CLIP_Scr-LNA_1; Mus musculus; RIP-Seq","Mus musculus","Illumina HiSeq 2500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775763","","1034.57","1","16973486","2495102442","","RIP-Seq","TRANSCRIPTOMIC","other"
"SRX10682607","GSM5266659: Ribo-Seq_5'-Cys-LNA1_4; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775762","","479.12","1","32712518","1111419410","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682606","GSM5266658: Ribo-Seq_5'-Cys-LNA1_3; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775761","","442.89","1","30244875","1027090117","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682605","GSM5266657: Ribo-Seq_5'-Cys-LNA1_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775760","","615.3","1","41978005","1424664233","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682604","GSM5266656: Ribo-Seq_5'-Cys-LNA1_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775759","","609.46","1","41863859","1408683948","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682603","GSM5266655: Ribo-Seq_Scr-LNA_4; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775758","","480.43","1","32682638","1112070732","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682602","GSM5266654: Ribo-Seq_Scr-LNA_3; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775757","","534.29","1","36598285","1232543275","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682601","GSM5266653: Ribo-Seq_Scr-LNA_2; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775756","","493.61","1","33665466","1141099699","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682600","GSM5266652: Ribo-Seq_Scr-LNA_1; Mus musculus; OTHER","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775755","","775.13","1","53015634","1800867608","","OTHER","TRANSCRIPTOMIC","other"
"SRX10682599","GSM5266651: RNA-Seq_5'-Cys-LNA1_3; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775754","","1254.97","1","23444589","3563577528","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX10682598","GSM5266650: RNA-Seq_5'-Cys-LNA1_2; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775753","","1132.74","1","21108897","3208552344","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX10682597","GSM5266649: RNA-Seq_5'-Cys-LNA1_1; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775752","","1232.04","1","23123891","3514831432","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX10682596","GSM5266648: RNA-Seq_Scr-LNA_3; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775751","","1158.18","1","20581801","3128433752","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX10682595","GSM5266647: RNA-Seq_Scr-LNA_2; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775750","","1238.03","1","23107310","3512311120","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX10682594","GSM5266646: RNA-Seq_Scr-LNA_1; Mus musculus; RNA-Seq","Mus musculus","NextSeq 500","GEO","SRP316437","Nucleolin HITS-CLIP, RNA-Seq and Ribo-Seq upon inhibition of 5'-tRFCys","SRS8775749","","1256.88","1","23490427","3570544904","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"DRX266664","""eIF2A, eIF2D DKO HEK293T #2 arsenite Ribo-seq replicate 2""","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179373","","424.47","1","40422424","972992194","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266663","""eIF2A, eIF2D DKO HEK293T #2 arsenite Ribo-seq replicate 1""","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179373","","615.44","1","57490004","1435384011","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266660","""eIF2A, eIF2D DKO HEK293T #1 arsenite Ribo-seq replicate 2""","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179372","","424.41","1","41284082","958241403","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266659","""eIF2A, eIF2D DKO HEK293T #1 arsenite Ribo-seq replicate 1""","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179372","","572.92","1","52748897","1313813926","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266656","eIF2D KO HEK293T #2 arsenite Ribo-seq replicate 2","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179371","","364.09","1","35293218","812577396","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266655","eIF2D KO HEK293T #2 arsenite Ribo-seq replicate 1","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179371","","450.68","1","41915530","1046434086","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266652","eIF2D KO HEK293T #1 arsenite Ribo-seq replicate 2","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179370","","393.96","1","38186961","885680514","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266651","eIF2D KO HEK293T #1 arsenite Ribo-seq replicate 1","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179370","","437.26","1","40995418","1000399422","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
"DRX266648","eIF2A KO HEK293T #2 arsenite Ribo-seq replicate 2","Homo sapiens","Illumina NovaSeq 6000","KYUSH-MIB","DRP007154","A combined analysis of translation dynamics reveals eIF2 dependence of translation initiation at near-cognate codons","DRS179369","","1042.95","1","101304975","2265336988","Ribo-seq","OTHER","TRANSCRIPTOMIC","other"
