Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,source_name,GEO_Accession (exp),Library Name,TISSUE,Strain,Cell_type,Cell_line,TREATMENT,Age,Genotype,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,common_name,Broker_name,sex,BioSampleModel,molecule_subtype,REPLICATE,Organism_part,disease,Fraction,infect,inhibitors,internal_animal_id,Cultivar,Developmental_stage,Experimental_Factor:_infect (exp),sirna,Isolate,protocol,TIME_POINT,dev_stage,injection_route,SAMPLE_TYPE,BIOMATERIAL_PROVIDER,Experimental_Factor:_genotype (exp),rna_processing,sequencing_protocol,assay,Biological_Repeat,compound,Experimental_Factor:_protocol (exp),experiment_type,LINE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,molecule_type,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent_Code,Ecotype,gap_accession,study_design,study_name,subject_is_affected,submitted_subject_id,BREED,Experimental_Factor:_compound (exp),Experimental_Factor:_MHV-A59 (exp),Experimental_Factor:_cycloheximide (exp),stress_type,agent,study_disease,growth_condition,rna_fraction,spike-in,oldname,tissue_source,genotype/variation,AssemblyName,BioSample_ID,Clone,collected_by,gender,rpl10_form,disease_stage,ethinicity,Collection_Date,Experimental_Factor:_1 (exp),Experimental_Factor:_harringtonine_+_cycloheximide (exp),cell_subtype,environmental_history,Experimental_Factor:_8 (exp),Experimental_Factor:_Mock (exp),Experimental_Factor:_sampling_time_point (exp),Molecule,profiling,rna_population,sample_treatment,Stage,strategy,viral_strain,assay_type,assay_types,genetic_modification,substrain,Day,library_strategy,Experimental_Factor:_dose (exp),experimental_factor:_infection,stimulation,transduced,assayed_molecule,Experimental_Factor:_stimulus (exp),Experimental_Factor:_strain (exp),HOST,Isolation_Source,Replicates,Replication,treatment_of_lysate
ERR2528913,RNA-Seq,75,4095732642,PRJEB26279,SAMEA4590068,1482208769,University of Cambridge Department of Biochemistry,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2547750,NextSeq 500,SINGLE,RANDOM,TRANSCRIPTOMIC,Equus caballus,ILLUMINA,2018-07-03T00:00:00Z,2022-07-12T19:23:00Z,2,SAMEA4590068,ERP108253,,,Sample 6_s,,,fibroblast of dermis,E. Derm (NBL-6),,,,2018-05-15,2018-05-15,2018-11-16,2018-04-17,SAMEA4590068,University of Cambridge,University of Cambridge,2018-05-15T17:02:58Z,2018-04-17T17:18:14Z,public,E-MTAB-6656:Sample 6,E-MTAB-6656:Sample 6,horse,ArrayExpress,,,,,skin,,,,,,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarterhorse,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2528914,RNA-Seq,75,1905983073,PRJEB26279,SAMEA4590069,710443268,University of Cambridge Department of Biochemistry,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2547751,NextSeq 500,SINGLE,RANDOM,TRANSCRIPTOMIC,Equus caballus,ILLUMINA,2018-07-03T00:00:00Z,2022-07-23T18:27:00Z,2,SAMEA4590069,ERP108253,,,Sample 7_s,,,fibroblast of dermis,E. Derm (NBL-6),,,,2018-05-15,2018-05-15,2018-11-16,2018-04-17,SAMEA4590069,University of Cambridge,University of Cambridge,2018-05-15T17:02:58Z,2018-04-17T17:18:14Z,public,E-MTAB-6656:Sample 7,E-MTAB-6656:Sample 7,horse,ArrayExpress,,,,,skin,,,,,,,,Berne virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarterhorse,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2528915,RNA-Seq,75,2509265722,PRJEB26279,SAMEA4590070,933587834,University of Cambridge Department of Biochemistry,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2547752,NextSeq 500,SINGLE,RANDOM,TRANSCRIPTOMIC,Equus caballus,ILLUMINA,2018-07-03T00:00:00Z,2022-07-13T21:47:00Z,2,SAMEA4590070,ERP108253,,,Sample 8_s,,,fibroblast of dermis,E. Derm (NBL-6),,,,2018-05-15,2018-05-15,2018-11-16,2018-04-17,SAMEA4590070,University of Cambridge,University of Cambridge,2018-05-15T17:02:58Z,2018-04-17T17:18:14Z,public,E-MTAB-6656:Sample 8,E-MTAB-6656:Sample 8,horse,ArrayExpress,,,,,skin,,,,,,,,Berne virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarterhorse,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2528916,OTHER,76,1021170124,PRJEB26279,SAMEA4590071,399857537,University of Cambridge Department of Biochemistry,public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX2547753,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Equus caballus,ILLUMINA,2018-07-03T00:00:00Z,2022-07-21T23:24:00Z,2,SAMEA4590071,ERP108253,,,Sample 9_s,,,fibroblast of dermis,E. Derm (NBL-6),,,,2018-05-15,2018-05-15,2018-11-16,2018-04-17,SAMEA4590071,University of Cambridge,University of Cambridge,2018-05-15T17:02:58Z,2018-04-17T17:18:15Z,public,E-MTAB-6656:Sample 9,E-MTAB-6656:Sample 9,horse,ArrayExpress,,,,,skin,,,,,,,,Berne virus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quarterhorse,cycloheximide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,
ERR1802070,RNA-Seq,31,1030531389,PRJEB19102,SAMEA52778668,445906070,"Biochemistry Department, University of Cambridge",public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1865801,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Chlorocebus sabaeus,ILLUMINA,2018-07-04T00:00:00Z,2022-07-22T01:21:00Z,2,SAMEA52778668,ERP021092,,,Sample 1_s,,,,Vero E6,,,,2018-06-30,2018-06-30,2018-11-16,2017-01-19,SAMEA52778668,University of Cambridge,University of Cambridge,2018-06-30T17:02:37Z,2017-01-19T20:41:53Z,public,E-MTAB-5418:Sample 1,E-MTAB-5418:Sample 1,,ArrayExpress,,,,,,,,ZIKV-PE243 virus,,,,,,,,,24,,,,,,,Ribo-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1802072,RNA-Seq,32,1233151851,PRJEB19102,SAMEA52780168,511413583,"Biochemistry Department, University of Cambridge",public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1865803,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Chlorocebus sabaeus,ILLUMINA,2018-07-04T00:00:00Z,2021-10-20T20:40:00Z,2,SAMEA52780168,ERP021092,,,Sample 2_s,,,,Vero E6,,,,2018-06-30,2018-06-30,2018-11-16,2017-01-19,SAMEA52780168,University of Cambridge,University of Cambridge,2018-06-30T17:02:37Z,2017-01-19T20:41:53Z,public,E-MTAB-5418:Sample 2,E-MTAB-5418:Sample 2,,ArrayExpress,,,,,,,,ZIKV-PE243 virus,,,,,,,,,24,,,,,,,Ribo-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1802073,RNA-Seq,32,748417766,PRJEB19102,SAMEA52780918,316724869,"Biochemistry Department, University of Cambridge",public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1865804,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Chlorocebus sabaeus,ILLUMINA,2018-07-04T00:00:00Z,2021-10-20T20:37:00Z,2,SAMEA52780918,ERP021092,,,Sample 3_s,,,,Vero E6,,,,2018-06-30,2018-06-30,2018-11-16,2017-01-19,SAMEA52780918,University of Cambridge,University of Cambridge,2018-06-30T17:02:37Z,2017-01-19T20:41:53Z,public,E-MTAB-5418:Sample 3,E-MTAB-5418:Sample 3,,ArrayExpress,,,,,,,,ZIKV-PE243 virus,,,,,,,,,24,,,,,,,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1802074,RNA-Seq,31,614792063,PRJEB19102,SAMEA52781668,260159771,"Biochemistry Department, University of Cambridge",public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1865805,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Chlorocebus sabaeus,ILLUMINA,2018-07-04T00:00:00Z,2022-07-23T19:17:00Z,2,SAMEA52781668,ERP021092,,,Sample 4_s,,,,Vero E6,,,,2018-06-30,2018-06-30,2018-11-16,2017-01-19,SAMEA52781668,University of Cambridge,University of Cambridge,2018-06-30T17:02:37Z,2017-01-19T20:41:53Z,public,E-MTAB-5418:Sample 4,E-MTAB-5418:Sample 4,,ArrayExpress,,,,,,,,ZIKV-PE243 virus,,,,,,,,,24,,,,,,,RNA-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR1802075,RNA-Seq,32,1009143241,PRJEB19102,SAMEA52782418,427585237,"Biochemistry Department, University of Cambridge",public,"fastq,run.zq,sra","ena,gs,ncbi,s3","ena,gs.US,ncbi.public,s3.us-east-1",ERX1865806,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Aedes albopictus,ILLUMINA,2018-07-04T00:00:00Z,2021-10-20T20:37:00Z,2,SAMEA52782418,ERP021092,,,Sample 5_s,,,,C6/36,,,,2018-06-30,2018-06-30,2018-11-16,2017-01-19,SAMEA52782418,University of Cambridge,University of Cambridge,2018-06-30T17:02:37Z,2017-01-19T20:41:53Z,public,E-MTAB-5418:Sample 5,E-MTAB-5418:Sample 5,Asian tiger mosquito,ArrayExpress,,,,,,,,ZIKV-PE243 virus,,,,,,,,,24,,,,,,,Ribo-Seq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10183874,OTHER,50,3015031600,PRJNA574174,SAMN12843205,2346925139,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6904494,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2019-11-08T00:00:00Z,2019-09-25T20:56:00Z,1,GSM4096799,SRP223273,YMC RiboSeq,GSM4096799,,,CENPK113-7D rpb3-FLAG,,,Metabolic cycling at 1.5 ml/min in 1.1l vessel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10183875,OTHER,50,2517363300,PRJNA574174,SAMN12843204,975357153,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6904495,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2019-11-08T00:00:00Z,2019-09-25T21:00:00Z,1,GSM4096800,SRP223273,Batch RiboSeq,GSM4096800,,,BY4741,,,Log-phase growth in YPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044904,OTHER,42,1131866909,PRJNA562279,SAMN12636757,606996930,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779509,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:32:00Z,1,GSM4047143,SRP219880,mESC,GSM4047143,,,,Undifferentiated mouse ESCs,,,,Dis3l2 +/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044905,OTHER,37,1016275908,PRJNA562279,SAMN12636756,559245886,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779510,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:33:00Z,1,GSM4047144,SRP219880,mESC,GSM4047144,,,,Undifferentiated mouse ESCs,,,,Dis3l2 +/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044906,OTHER,39,1068356356,PRJNA562279,SAMN12636755,576234058,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779511,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:33:00Z,1,GSM4047145,SRP219880,mESC,GSM4047145,,,,Undifferentiated mouse ESCs,,,,Dis3l2 -/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044907,OTHER,38,4252842056,PRJNA562279,SAMN12636754,2308313950,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779512,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:55:00Z,1,GSM4047146,SRP219880,mESC,GSM4047146,,,,Undifferentiated mouse ESCs,,,,Dis3l2 -/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Input,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044908,OTHER,35,188211521,PRJNA562279,SAMN12636753,104730480,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779513,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:27:00Z,1,GSM4047147,SRP219880,mESC,GSM4047147,,,,Undifferentiated mouse ESCs,,,,Dis3l2 +/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044909,OTHER,36,232397918,PRJNA562279,SAMN12636752,129046941,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779514,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:27:00Z,1,GSM4047148,SRP219880,mESC,GSM4047148,,,,Undifferentiated mouse ESCs,,,,Dis3l2 +/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044910,OTHER,41,89768263,PRJNA562279,SAMN12636751,49898500,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779515,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:25:00Z,1,GSM4047149,SRP219880,mESC,GSM4047149,,,,Undifferentiated mouse ESCs,,,,Dis3l2 -/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR10044911,OTHER,46,68350009,PRJNA562279,SAMN12636750,38033744,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6779516,NextSeq 500,SINGLE,other,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2020-04-06T00:00:00Z,2019-08-30T20:25:00Z,1,GSM4047150,SRP219880,mESC,GSM4047150,,,,Undifferentiated mouse ESCs,,,,Dis3l2 -/-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR8389939,OTHER,51,1512361395,PRJNA512900,SAMN10690542,880153661,THE UNIVERSITY OF MANCHESTER,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5199650,Illumina HiSeq 4000,SINGLE,size fractionation,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2019-01-03T00:00:00Z,2019-01-03T18:06:00Z,1,WT,SRP175111,,,flowcell362_lane4_CAGATC,yeast cell,,,,,,,,,,,,,,,,,,,,,,Invertebrate,,,,,,,,,,,,,Normal condition,,,,,,,,,,,,,,,,Switzerland,Europe,Switzerland: Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olesya Panasenko,,,,,2015-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,S288C,,,,
SRR8389940,OTHER,51,1033588083,PRJNA512900,SAMN10690542,609038568,THE UNIVERSITY OF MANCHESTER,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX5199649,Illumina HiSeq 4000,SINGLE,size fractionation,TRANSCRIPTOMIC,Saccharomyces cerevisiae,ILLUMINA,2019-01-03T00:00:00Z,2019-01-03T18:04:00Z,1,WT,SRP175111,,,flowcell362_lane4_TGACCA,yeast cell,,,,,,,,,,,,,,,,,,,,,,Invertebrate,,,,,,,,,,,,,Normal condition,,,,,,,,,,,,,,,,Switzerland,Europe,Switzerland: Geneva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Olesya Panasenko,,,,,2015-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,S288C,,,,
ERR2603016,RNA-Seq,29,1287672558,PRJEB26593,SAMEA4698423,1512614769,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619672,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:20:00Z,1,SAMEA4698423,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 0h (mock infection), replicate 1",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698423,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,0h-r1,0h-r1,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2603017,RNA-Seq,29,1595685866,PRJEB26593,SAMEA4698424,1876038391,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619673,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:20:00Z,1,SAMEA4698424,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 0h (mock infection), replicate 2",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698424,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,0h-r2,0h-r2,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2603018,RNA-Seq,29,1137158598,PRJEB26593,SAMEA4698425,1361348263,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619674,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:21:00Z,1,SAMEA4698425,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 0h (mock infection), replicate 3",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698425,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,0h-r3,0h-r3,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERR2603019,RNA-Seq,29,1415792285,PRJEB26593,SAMEA4698426,1666518672,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619675,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:21:00Z,1,SAMEA4698426,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 2h post-infection), replicate 1",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698426,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,2h-r1,2h-r1,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Listeria monocytogenes LL195, 2 h",,,,,,,,,,
ERR2603020,RNA-Seq,30,1682594873,PRJEB26593,SAMEA4698427,1983955266,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619676,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:22:00Z,1,SAMEA4698427,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 2h post-infection), replicate 2",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698427,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,2h-r2,2h-r2,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Listeria monocytogenes LL195, 2 h",,,,,,,,,,
ERR2603021,RNA-Seq,29,1072544267,PRJEB26593,SAMEA4698428,1277492517,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619677,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:22:00Z,1,SAMEA4698428,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 2h post-infection), replicate 3",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698428,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,2h-r3,2h-r3,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Listeria monocytogenes LL195, 2 h",,,,,,,,,,
ERR2603022,RNA-Seq,29,1232868408,PRJEB26593,SAMEA4698429,1460006785,INSTITUT DE BIOLOGIE DE ECOLE NORMALE SUPERIEURE (,public,"run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ERX2619678,NextSeq 500,SINGLE,size fractionation,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-05-29T00:00:00Z,2020-05-29T11:22:00Z,1,SAMEA4698429,ERP108595,,,"Ribosome profiling (RiboSeq) of ribosome footprints from LoVo cells at time 5h post-infection), replicate 1",,,Epithelial (colon adenocarcinoma),LoVo ATCC CCL-229,,,,2020-05-28,2020-05-28,2018-11-16,2018-05-30,SAMEA4698429,IBENS,"Institut de Biologie de Ecole normale superieure (IBENS)\, France",2020-05-28T17:07:15Z,2018-05-30T09:37:49Z,public,5h-r1,5h-r1,human,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Listeria monocytogenes LL195, 5 h",,,,,,,,,,
